property_id,property_type,property_subtype,price,price_type,living_area_m2,bedrooms,bathrooms,address,postal_code,city,latitude,longitude,building_year,epc_score,region,province,nearby_city,state_of_the_building,furnished,kitchen_equipped,has_garage,parking_count,facades,floors_total,floor_number,has_garden,garden_area_m2,has_terrace,total_area_m2,has_elevator
https://immovlan.be/en/detail/residence/for-sale/5000/namur/vbe24887,House,residence,1050000,sell,541,10,9,Rue du Pr&#xE9;sident 33,5000,namur,50.46284,4.863938,,D,Wallonia,Namur,"('Namur', 0.5, False)",,0,,,,2,,,0,,0,236.0,0
https://immovlan.be/en/detail/residence/for-sale/8540/deerlijk/vbe34833,House,residence,1995000,sell,1270,11,7,,8540,deerlijk,50.85098,3.353722,1950,F,Flanders,West Flanders,"('Kortrijk', 6.7, False)",Normal,0,Super equipped,1,2,4,,,1,,1,65000.0,0
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/rbw17015,Apartment,apartment,1080000,sell,253,3,1,RUE DE L&#x27;&#xC9;T&#xC9; 53,1050,elsene,50.81896,4.38865,,E,Brussels,Brussels Capital Region,"('Uccle', 4.1, True)",Excellent,,,,,,,,,,,,1
https://immovlan.be/en/detail/bungalow/for-sale/9880/aalter/rbw18304,House,bungalow,360000,sell,151,3,1,Kestelstraat 7 A,9880,aalter,51.0825837,3.4519669,,E,Flanders,East Flanders,"('Gent', 18.8, False)",,1,,,,4,,,,,,761.0,0
https://immovlan.be/en/detail/villa/for-sale/3520/zonhoven/rbw20297,House,villa,1075000,sell,345,6,2,Houthalenseweg 114,3520,zonhoven,51.0072459,5.3708867,2023,A,Flanders,Limburg,"('Hasselt', 8.9, False)",,,,1,1,4,2,,,,1,1939.0,0
https://immovlan.be/en/detail/residence/for-sale/2340/beerse/rbw18283,House,residence,375000,sell,448,3,,Lindenlaan 44,2340,beerse,51.31931,4.852018,1945,F,Flanders,Antwerp,"('Turnhout', 6.5, False)",To be renovated,0,,,,,,,1,,,418.0,0
https://immovlan.be/en/detail/villa/for-sale/6001/marcinelle/vbe33423,House,villa,397000,sell,148,4,1,Rue Cit&#xE9; de l&#x27;Enfance 21,6001,marcinelle,50.38302,4.4262564,1950,D,Wallonia,Hainaut,"('Charleroi', 3.4, False)",Normal,0,Fully equipped,1,1,4,1,,1,2038.0,1,2291.0,0
https://immovlan.be/en/detail/residence/for-sale/4760/bullingen/vbe35769,House,residence,1275000,sell,585,12,7,Honsfeld 9,4760,bullingen,50.3822122,6.2849941,2012,B,Wallonia,Liège,"('Verviers', 37.7, False)",Normal,0,,1,1,4,3,,1,,1,11600.0,0
https://immovlan.be/en/detail/residence/for-sale/2220/heist-op-den-berg/rbw20325,House,residence,1100000,sell,473,6,3,Pompoenstraat 74,2220,heist-op-den-berg,51.0948374,4.7864873,1958,B,Flanders,Antwerp,"('Geel', 16.3, False)",Excellent,,,,,4,,,1,,1,9200.0,
https://immovlan.be/en/detail/master-house/for-sale/3545/zelem/rbw10874,House,master-house,950000,sell,434,5,1,,3545,zelem,50.9781579,5.1057744,1903,D,Flanders,Limburg,"('Hasselt', 16.7, False)",,,,1,1,3,,,,,,6931.0,0
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbe34837,Apartment,apartment,259000,sell,105,3,2,Avenue des Tamaris 2,1080,sint-jans-molenbeek,50.8511063,4.3068291,1978,C,Brussels,Brussels Capital Region,"('Bruxelles', 3.2, False)",Normal,,,,,2,7,3,,,1,,1
